cep,logradouro,complemento,unidade,bairro,localidade,uf,estado,região,ibge,gia,ddd,siafi
57083-658,Rua Manoel Alípio Beltrão de Albuquerque,(A - Lot Pousa da Garça 1),,Antares,Maceió,AL,Alagoas,,2704302,,82,2785
57083-678,Rua das Acácias,(Lot Alvorada),,Antares,Maceió,AL,Alagoas,,2704302,,82,2785
57083-672,Rua dos Eucalíptos,,,Antares,Maceió,AL,Alagoas,,2704302,,82,2785
57083-681,Loteamento Alvorada,,,Antares,Maceió,AL,Alagoas,,2704302,,82,2785
57083-674,Rua Projetada 1694,(Samambaia - Lot Alvorada),,Antares,Maceió,AL,Alagoas,,2704302,,82,2785
57083-680,Rua São Luiz,,,Antares,Maceió,AL,Alagoas,,2704302,,82,2785
57083-688,Travessa Bom Jesus,,,Antares,Maceió,AL,Alagoas,,2704302,,82,2785
57083-689,Rua Bom Jesus,,,Antares,Maceió,AL,Alagoas,,2704302,,82,2785
57083-740,Rua Senhor do Bonfim,,,Antares,Maceió,AL,Alagoas,,2704302,,82,2785
57083-730,Rua André Teixeira de Melo Brandão,,,Antares,Maceió,AL,Alagoas,,2704302,,82,2785
57083-690,Rua Max Douglas,,,Antares,Maceió,AL,Alagoas,,2704302,,82,2785
57084-003,Rua Capitão José de Oliveira Lima,,,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-002,Rua A-02,(Cj Benedito Bentes I),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-001,Rua A-01,(Cj Benedito Bentes I),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-004,Rua A-04,(Cj Benedito Bentes I),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-007,Rua Aída Ferrário de Carvalho Lôbo,,,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-020,Rua A-20,(Cj Benedito Bentes I),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-006,Rua Afra Pereira Lima,,,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-009,Rua Empresário Jonas Nutels Filho,,,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-015,Rua Desembargador Eduardo de Santa Rita,,,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-017,Rua Antônio Palmary Soriano de Melo,,,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-013,Rua A-14,(Cj Benedito Bentes I),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-008,Rua Professor Ordener Cerqueira,,,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-018,Rua A-18,(Cj Benedito Bentes I),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-011,Rua Alice Uchôa Botelho,,,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-014,Rua Rita de Oliveira Costa,,,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-010,Rua A-10,(Cj Benedito Bentes I),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-021,Rua Jonas Gomes Rafael,(Cj B Bentes I),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-023,Rua A-22,(Cj Benedito Bentes),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-024,Rua Doutor Carlos Geraldo Dâmaso Sampaio,,,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-026,Rua Doutor Éric Fontes Lima,,,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-029,Rua A-29,(Cj Benedito Bentes I),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-028,Rua Manoel Pedro de Oliveira,,,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-022,Rua Dalva Costa Alcântara,,,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-025,Rua A-25,(Cj Benedito Bentes I),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-032,Rua A-32,(Cj Benedito Bentes I),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-033,Rua Floriano Alves de Mendonça,,,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-034,Rua Ademar Cerqueira,,,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-036,Rua A-36,(Cj Benedito Bentes I),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-041,Rua A-41,(Cj Benedito Bentes I),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-040,Rua A-40,(Cj Benedito Bentes I),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-044,Rua A-44,(Cj Benedito Bentes I),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-045,Rua A-45,(Cj Benedito Bentes I),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-042,Rua A-42,(Cj Benedito Bentes I),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-048,Rua A-48,(Cj Benedito Bentes I),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-063,Travessa Luiz Calheiros Gato,,,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-065,Rua A-65,(Cj Benedito Bentes I),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-072,Rua A-72,(Cj Benedito Bentes I),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-076,Rua Santo Antônio,,,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-085,Travessa José Honório,,,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-062,Rua A-62,(Cj Benedito Bentes I),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-079,Rua São Caetano,(Alto da Alegria),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-056,Rua A-56,(Cj Benedito Bentes I),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-068,Rua A-68,(Cj Benedito Bentes I),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-081,Rua São Cristóvão,,,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-058,Rua A-58,(Cj Benedito Bentes I),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-064,Rua A-64,(Cj Benedito Bentes I),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-069,Rua A-69,(Cj Benedito Bentes I),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-078,Rua Boa Vista,,,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-060,Rua A-60,(Cj Benedito Bentes I),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-103,Rua C-30,(Cj Benedito Bentes II),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-105,Rua Carimbão,,,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-088,2ª Travessa Boa Esperança,,,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-055,Rua A-55,(Cj Benedito Bentes I),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-104,Rua C-32,(Cj Benedito Bentes),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-092,Avenida Pratagy,lado ímpar,,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-086,Rua Boa Esperança,,,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-107,Rua C-34,(Cj Benedito Bentes),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-054,Rua Vereador Manoel Aureliano Reis,,,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-051,Rua A-51,(Cj Benedito Bentes I),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-059,Rua A-59,(Cj Benedito Bentes I),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-052,Rua A-52,(Cj Benedito Bentes I),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-100,Avenida Erasmo Pereira da Rocha,,,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-109,Rua C-37,(Cj Benedito Bentes),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-005,Rua Jacira Rocha Cavalcanti Montenegro,,,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-110,Rua Doutor José Pontes de Moraes,,,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-114,Rua C-41,(Cj Benedito Bentes),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-112,Rua C-38,(Cj Benedito Bentes),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-118,Rua C-45,(Cj Benedito Bentes),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-115,Rua C-42,(Cj Benedito Bentes),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-120,Rua Gurguri,,,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-121,Rua C-46,(Cj Benedito Bentes),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-129,Rua São Lucas,,,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-123,Rua C-49,(Cj Benedito Bentes),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-127,Rua C-53,(Cj Benedito Bentes),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-130,Rua Estudante Luiz Eduardo de Lima,,,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-124,Rua C-50,(Cj Benedito Bentes),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-126,Rua C-52,(Cj Benedito Bentes),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-138,Condomínio Residencial Recanto dos Contos,,,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-131,Rua C-54,(Cj Benedito Bentes),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-133,Travessa Seis Irmãos,,,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-156,Condomínio Recanto das Orquídias,,,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-142,Condomínio Recanto das Cores,,,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-146,Residencial Recanto dos Sonhos,,,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-154,Residencial Village das Flores,,,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-260,Rua B-37,(Cj Benedito Bentes I),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-280,Rua Terezinha Motta Lisboa da Fonseca,,,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-136,Residencial Recanto dos Passaros,,,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-292,Quadra 1,(Cj Miliciano),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-250,Rua Doutor José Braga Lyra,,,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-144,Residencial Village das Artes,,,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-248,Rua B-35,(Cj Benedito Bentes),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-148,Condomínio Village da Alvorada,,,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-294,Quadra 2,(Cj Miliciano),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-296,Quadra 3,(Cj Miliciano),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-298,Quadra 4,(Cj Miliciano),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-300,Rua Doutor Potiguara Pereira de Miranda,,,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-301,Rua 1-A,(Lot J Sampaio III),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-302,Rua Sol Nascente,(Lot J Sampaio III),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-305,Rua 3-A,(Lot J Sampaio III),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-308,Avenida 01,(Lot J Sampaio III),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-304,Avenida Cachoeira do Lira,,,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-309,Rua 6-A,(Lot J Sampaio III),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-312,Rua 9-A,(Lot J Sampaio III),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-320,Avenida de Contorno,(Lot J Sampaio III),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-310,Rua Pintor Miguel Torres de Oliveira,,,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-324,Rua el Shaday,(Lot Galiléia),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-313,Rua 10-A,(Lot J Sampaio III),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-314,Rua 11-A,(Lot J Sampaio III),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-306,Rua 4-A,(Lot J Sampaio III),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-307,Rua 5-A,(Lot J Sampaio III),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-316,Rua 13-A,(Lot J Sampaio III),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-318,Rua 15-A,(Lot J Sampaio III),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-317,Rua 14-A,(Lot J Sampaio III),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-322,Rua São Mateus,(Lot Galiléia),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-330,Rua Doutor Aloísio do Couto Malta,,,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-303,Rua 2-A,(Lot J Sampaio III),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-326,Rua Manaim,(Lot Galiléia),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-311,Rua 7-A,(Lot J Sampaio III),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-332,Rua Belém,(Lot Galiléia),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-328,Rua Jerusalém,(Lot Galiléia),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-334,Avenida 02,(Lot Cely Loureiro),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-315,Rua 12-A,(Lot J Sampaio III),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-340,Rua Doutor Érico Fontes Lima,,,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-345,Rua B-38,(Cj Benedito Bentes),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-360,Rua Senador João Lúcio,,,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-402,Rua em Projeto E,(Lot Cely Loureiro),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-404,Rua em Projeto F,(Lot Cely Loureiro),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-406,Rua em Projeto G,(Lot Cely Loureiro),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-408,Rua em Projeto H,(Lot Cely Loureiro),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-411,Rua em Projeto A,(Lot Cely Loureiro),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-412,Rua em Projeto B,(Lot Cely Loureiro),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-414,Rua em Projeto D,(Lot Cely Loureiro),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-413,Rua em Projeto C,(Lot Cely Loureiro),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-415,Rua em Projeto I,(Lot Cely Loureiro),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-592,Travessa São Maximiliano,,,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-426,Rua 6-D,(Cj João Sampaio II),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-440,Rua Vereador José Raimundo dos Santos,lado ímpar,,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-580,Rua Caxéu,,,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-421,Rua 1-D,(Cj João Sampaio II),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-428,Rua 1-E,(Cj João Sampaio II),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-416,Rua em Projeto J,(Lot Cely Loureiro),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-418,Rua em Projeto L,(Lot Cely Loureiro),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-417,Rua em Projeto K,(Lot Cely Loureiro),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-423,Rua 3-D,(Cj João Sampaio II),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-425,Rua 5-D,(Cj João Sampaio II),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-429,Rua 2-E,(Cj João Sampaio II),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-427,Rua 7-D,(Cj João Sampaio II),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-605,Avenida Arthur Valente Jucá,lado ímpar,,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-534,Rua Jussara,,,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-422,Rua 2-D,(Cj João Sampaio II),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-594,Rua São Caetano,,,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-532,Rua Denilma Bulhões,,,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-590,Rua São Maximiliano,,,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-424,Rua 4-D,(Cj João Sampaio II),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-530,Rua Girituba,,,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-610,Avenida Arthur Valente Jucá,lado par,,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-612,Rua da Princesa,,,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-622,Conjunto Residencial Por do Sol II,,,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-630,Rua 3-E,(Cj João Sampaio II),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-633,Rua 6-E,(Cj João Sampaio II),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-634,Rua 7-E,(Cj João Sampaio II),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-635,Rua 8-E,(Cj João Sampaio II),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-637,Rua 1-F,(Cj João Sampaio II),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-636,Rua 9-E,(Cj João Sampaio II),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-638,Rua 2-F,(Cj João Sampaio II),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-658,Rua C-07,(Cj Benedito Bentes),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-641,Rua 5-F,(Cj João Sampaio II),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-639,Rua Pastor Pedro dos Santos,(Cj João Sampaio II),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-640,Rua 4-F,(Cj João Sampaio II),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-648,Rua Radialista Alves Correia,,,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-661,Rua São Francisco,(Cj Benedito Bentes II),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-662,Rua C-13,(Cj Benedito Bentes),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-664,Rua C-08,(Cj Benedito Bentes II),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-643,Rua 7-F,(Cj João Sampaio II),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-657,Rua C-04,(Cj Benedito Bentes II),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-655,Rua C-02,(Cj Benedito Bentes II),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-663,Rua C-15,(Cj Benedito Bentes),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-650,Avenida Norma Pimentel da Costa,,,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-660,Rua C-11,(Cj Benedito Bentes),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-672,Rua C-20,(Cj Benedito Bentes),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-646,Avenida Contorno,(Cj João Sampaio II),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-654,Rua C-03,(Cj Benedito Bentes),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-653,Rua C-01,(Cj Benedito Bentes II),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-667,Rua C-12,(Cj Benedito Bentes II),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-666,Rua C-10,(Cj Benedito Bentes II),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-652,Travessa Norma Pimentel da Costa,,,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-642,Rua 6-F,(Cj João Sampaio II),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-665,Rua C-09,(Cj Benedito Bentes II),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-656,Rua C-05,(Cj Benedito Bentes),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-649,Avenida Benedito Bentes,(Cj Benedito Bentes II) - até 99997/,,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-644,Rua 8-F,(Cj João Sampaio II),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-668,Rua C-14,(Cj Benedito Bentes II),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-651,Avenida Benedito Bentes,(Cj Benedito Bentes II) - de 1/2 ao,,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-659,Rua C-06,(Cj Benedito Bentes II),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-674,Rua C-22,(Cj Benedito Bentes),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-675,Rua C-23,(Cj Benedito Bentes),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-678,Rua C-26,(Cj Benedito Bentes II),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-750,Rua da Música,,,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-788,Travessa Belo Horizonte,,,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-787,Rua Belo Horizonte,(Alto da Alegria),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-785,Rua Belo Jardim,,,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-780,Rua Belo Horizonte,,,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-794,Travessa Boa Vista,,,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-792,Rua São Paulo,,,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-782,Rua Belo Monte,(Próximo CAIC),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-800,Avenida Benedito Bentes,,,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-810,Rua São Francisco,(Alto da Alegria),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57085-011,Quadra 1,(Cj Geraldo Bulhões),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57085-013,Quadra 3,(Cj Geraldo Bulhões),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-818,Rua Bom Jesus,,,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-816,Rua Tarcísio de Jesus,,,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57085-025,Rua Projetada 2122,(Cj Geraldo Bulhões),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57085-016,Quadra 6,(Cj Geraldo Bulhões),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57084-814,Rua São Jorge,,,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57085-015,Quadra 5,(Cj Geraldo Bulhões),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57085-024,Quadra 10,(Cj Geraldo Bulhões),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57085-026,Rua Nova,(Cj Geraldo Bulhões),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57085-039,Rua C-80,(Cj Frei Damião),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57085-014,Quadra 4,(Cj Geraldo Bulhões),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57085-034,Rua Inspetora Célia C. Santos,,,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57085-031,Rua C-84,(Cj Frei Damião),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57085-022,Quadra 9,(Cj Geraldo Bulhões),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57085-042,Rua Jane Lúcia Araújo Guedes,,,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57085-027,Travessa Bonfim,,,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
57085-012,Quadra 2,(Cj Geraldo Bulhões),,Benedito Bentes,Maceió,AL,Alagoas,,2704302,,82,2785
